chunk_id,session_id,sequence_num,trans_dt,source_id,cur_chunk,cur_chunk_start,cur_chunk_end,ground_truth_label,ground_truth_label_num,ground_truth_label_c,major_trans_timestamp,first_sent_to_second_state
966,2,341,2024-04-28 21:54:16.120256,1," $49.99.

But wait. Order right now and we'll drop one payment. That's just four easy payments of $49.99. This is non-stick cookware that we know you'll love. That's why we're guaranteeing it for a full 10 years. We'll even include our self-draining ",01:24:59.000960,01:25:15.000129,COMMERCIAL,2,1,,
967,2,342,2024-04-28 21:54:16.129879,1," fry basket, stainless steel steamer insert, and steamer rack, a $50 value absolutely free. And there's even more. As a special gift, you'll get our five-piece Gotham Steel bakeware set. The fast, easy, ultra-nonstick way to bake your favorite desserts. ",01:25:15.000130,01:25:30.000373,COMMERCIAL,2,1,,
968,2,343,2024-04-28 21:54:16.143470,1," No grease or oil needed. Together, they're a $110 value, yours free.

That's an incredible 20-piece cookware set. Plus free shipping on your entire order. Call or click now.

Call 1-800-955-6254 ",01:25:30.000374,01:25:45.000024,COMMERCIAL,2,1,,
969,2,344,2024-04-28 21:54:16.159439,1,"or go to gothamset.com. Again, that's 1-800-955-6254 or order online at gothamset.com.

Shopping, working, and relaxing online can attract various digital threats. ",01:25:45.000025,01:26:00.000863,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
970,2,345,2024-04-28 21:54:16.174457,1," To improve your protection against them, just turn on NordVPN. This cybersecurity app will block web trackers and malware-infected sites. It will also encrypt your internet traffic without ",01:26:00.000864,01:26:15.000341,COMMERCIAL,2,1,,
971,2,346,2024-04-28 21:54:16.183459,1," losing a smooth connection. Choose the VPN recommended by Forbes Advisor. Get the deal now. NordVPN, cybersecurity built for every day.

Are your headlights cloudy and oxidized, making your car look bad? Are they underperforming when you need them most? Cerakotes Headlight Restoration ",01:26:15.000342,01:26:30.000885,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
972,2,347,2024-04-28 21:54:16.197460,1," Kit restores weathered headlights back to like new and keeps them that way for life. Stop wasting your time with solutions that don't last. Cerakotes kit includes everything you need to go from this to this. Simply wipe away oxidation, give them a light sanding, and apply the ceramic coating. ",01:26:30.000886,01:26:45.000303,COMMERCIAL,2,1,,
973,2,348,2024-04-28 21:54:16.207453,1," That's it. The true ceramic technology. does the rest.

Buy any of Cerakote's number-one-selling ceramic products for under $20 at these leading retailers today.

We love the game because anything can happen. ",01:26:45.000304,01:27:00.000349,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
974,2,349,2024-04-28 21:54:16.217460,1," There's no sure thing. Every play, every shot, every swing is a risk if you bet. There's no easy money. There's ",01:27:00.000350,01:27:15.000325,COMMERCIAL,2,1,,
975,2,350,2024-04-28 21:54:16.227525,1," no luck and no one wins all the time. So if you bet, bet responsibly and always set a limit.

On this date in NBA history, March 3rd, 1999, Dell Curry playing for Milwaukee, ",01:27:15.000326,01:27:30.000141,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,01:27:24.000000,3
976,2,351,2024-04-28 21:54:16.238095,1," hits his 1000th career three-pointer against the Warriors. Finished the game with 13 points on three and four shooting. Finished his career with 1245 made threes, currently 86th ",01:27:30.000142,01:27:45.000404,SPORTS_BROADCASTING,0,0,,
977,2,352,2024-04-28 21:54:16.252563,1," in NBA history. Normally, that fan would have seen a lot of threes made by Dell's son but tonight, Steph 0 for nine from downtown, this questionable play with knee bursitis, and then once the Warriors got down by 44 at the half, Steve ",01:27:45.000405,01:28:00.000465,SPORTS_BROADCASTING,0,0,,
978,2,353,2024-04-28 21:54:16.262568,1," Kerr decided no reason to trot out Draymond Green, Steph Curry for the second half. Klay Thompson also did not come out after dealing with tightness in his hamstring as Cassidy told us earlier.

",01:28:00.000466,01:28:15.000381,SPORTS_BROADCASTING,0,0,,
979,2,354,2024-04-28 21:54:16.271709,1,"

And just to put a bow, Richard, on that point of the Celtics role players that we were making. We talked about it with Joe Mazzulla how sometimes there was this narrative around Hauser, Kornet, Pritchard, like, oh, it was cute that they were contributing. ",01:28:15.000382,01:28:30.000167,SPORTS_BROADCASTING,0,0,,
980,2,355,2024-04-28 21:54:16.281669,1," Oh, no. And at this point, people have become hip to these guys are all really good role players who've had a huge impact on this team this season. And one of the things that Joe Mazzulla emphasized within that is how you cannot ",01:28:30.000168,01:28:45.000202,SPORTS_BROADCASTING,0,0,,
981,2,356,2024-04-28 21:54:16.291669,1," target them defensively like people used to act like they could. They all have become for him, at least in his opinion, plus defensive players even beyond just being competent defensive ",01:28:45.000203,01:29:00.000295,SPORTS_BROADCASTING,0,0,,
982,2,357,2024-04-28 21:54:16.301655,1," players.

Well, yeah, if you have Derrick White, Jrue Holiday, and Payton Pritchard on the court, you're going after Payton Pritchard. But Payton Pritchard is an elite defensive guard from the standpoint of he's guarding backup players, giving you 15, 18 minutes a night. He knows how to run ",01:29:00.000296,01:29:15.000254,SPORTS_BROADCASTING,0,0,,
983,2,358,2024-04-28 21:54:16.312569,1," a team. His basketball IQ is a lot higher than I think people give him credit for. And when you to talk about Hauser, a shooter, a floor spacer, you could never have enough of those in this league. So for them to all become competent defenders with their basketball IQ, it just adds to the depth. ",01:29:15.000255,01:29:30.000215,SPORTS_BROADCASTING,0,0,,
984,2,359,2024-04-28 21:54:16.322709,1," They could go out here with this group, have their entire crew on that bench, and feel comfortable that they will keep up with the basketball principles that they have been working with all season.

111-62, Boston in front ",01:29:30.000216,01:29:45.000407,SPORTS_BROADCASTING,0,0,,
985,2,360,2024-04-28 21:54:16.332717,1," of Golden State. Here's Hauser giving it up. Brissett tried to throw it down and met Looney. Free throw is here for Oshae Brissett.

Shop mbastore.com now for the best selection of MBA gear. Choose from jerseys, ",01:29:45.000408,01:30:00.000117,SPORTS_BROADCASTING,0,0,,
986,2,361,2024-04-28 21:54:16.342333,1," T-shirts, hats, and more, nbastore.com, a fanatic's experience. A lot of opportunities to visit the gift shop today.

Yes, I would agree with you there, ",01:30:00.000118,01:30:15.000034,SPORTS_BROADCASTING,0,0,,
987,2,362,2024-04-28 21:54:16.351374,1," Ryan. But, look, we're gonna say this about the Golden State Warriors. They've been playing great basketball.

Yeah, they have.

This was, you know, a one-off against a very, very difficult team, end of a road trip, guys a little banged up. It's not an excuse. It's just the reality of the NBA. ",01:30:15.000035,01:30:30.000239,SPORTS_BROADCASTING,0,0,,
988,2,363,2024-04-28 21:54:16.362353,1," You have to have a very, very short memory. But for the Boston Celtics, what these boys are doing, it is so impressive to watch night in and night out, them just hitting you with an onslaught of threes and high-level defending. And it's continuing with this second ",01:30:30.000240,01:30:45.000545,SPORTS_BROADCASTING,0,0,,
989,2,364,2024-04-28 21:54:16.372880,1," unit.

Oh, Brissett able to swivel it in. Nice finish there in transition. A reminder of two more great games to come tonight on ESPN, Knicks, Cavs, Thunder, Suns. Got a 15-second difference game on shot clock. Quinones bounces. Looney is short. And shot clock turned off for this ",01:30:45.000546,01:31:15.000525,SPORTS_BROADCASTING,0,0,,
990,2,365,2024-04-28 21:54:16.382851,1, final possession of the third. Four seconds left. Richard separates and hits. The ,01:31:15.000526,01:31:30.000452,SPORTS_BROADCASTING,0,0,,
991,2,366,2024-04-28 21:54:16.393759,1," Boston Celtics, oh, Brissett nearly got to go the end of the third. The Celtics, a 53-point lead after three.

This presentation of NBA Sunday Showcase presented by Reese's Peanut Butter Cups, continues after a message and this word ",01:31:30.000453,01:31:45.000322,SPORTS_BROADCASTING,0,0,,
992,2,367,2024-04-28 21:54:16.403761,1," from our ABC stations.

In the most heated game time moments, you need the whole team all in. ",01:31:45.000323,01:32:00.000105,SPORTS_BROADCASTING-TO-COMMERCIAL,1,1,01:31:55.000000,2
993,2,368,2024-04-28 21:54:16.413870,1," And as your squad's sixth man, DoorDash is always there to help bring it home. Win or lose, DoorDash is there for you. Sometimes the game calls for a spark off the bench, the sixth man if you will. For a little ",01:32:00.000106,01:32:15.000172,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
994,2,369,2024-04-28 21:54:16.424964,1," juice at halftime or a boost for the buzzer beater, this guy gets it. Win or lose, DoorDash is there for you.

Do you have trouble hearing conversations? Are you constantly asking loved ones to repeat themselves? Do you miss out ",01:32:15.000173,01:32:30.000399,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
995,2,370,2024-04-28 21:54:16.432850,1," on discussions or talking with friends? Then you would benefit from MD hearing aids. Don't waste thousands of dollars on expensive hearing aids or settle with the frustration of cheap amplifiers. Right now, you can get two revolutionary MD NEO hearing aids regularly ",01:32:30.000400,01:32:44.000980,COMMERCIAL,2,1,,
996,2,371,2024-04-28 21:54:16.443381,1," $999, for only $299 a pair.

I feel that MDHearing is a super buy because for the price point, anyone can pretty much afford it.

Don't be fooled by higher-priced hearing aids. The NEO is a true hearing aid, ",01:32:44.000981,01:33:00.000371,COMMERCIAL,2,1,,
997,2,372,2024-04-28 21:54:16.453508,1," not an amplifier. It has rechargeable technology that many customers say is superior to more expensive models.

I think that the MD hearing aid is a much better product than the more expensive hearing aid that I tried.

Every NEO is supported by MDHearing's ",01:33:00.000372,01:33:15.000439,COMMERCIAL,2,1,,
998,2,373,2024-04-28 21:54:16.462391,1," team of audiologists and licensed hearing specialists.

Call 800-596-8614 now.

The FDA-registered NEO offers superior noise reduction and a tiny in-the-ear-canal design that is almost invisible. Best of all, they ",01:33:15.000440,01:33:30.000169,COMMERCIAL,2,1,,
999,2,374,2024-04-28 21:54:16.473459,1," are incredibly affordable. And if you call now, we'll add in a portable charging case and ship your order absolutely free.

Without a doubt, I definitely recommend MDHearing to anybody for any reason. Do your research, look into ",01:33:30.000170,01:33:45.000339,COMMERCIAL,2,1,,
1000,2,375,2024-04-28 21:54:16.482508,1," MDHearing. If you've got mild to moderate hearing loss, give MDHearing a call and just try them. You have nothing to lose.

It'll help a lot of people that can't afford expensive hearing aids.

Stop missing out on important conversations or wasting thousands of dollars on expensive ",01:33:45.000340,01:34:00.000687,COMMERCIAL,2,1,,
1001,2,376,2024-04-28 21:54:16.491446,1," hearing aids. Order now and you'll get two NEO hearing aids with a portable charging case, free shipping, free lifetime U.S.-based audiologist support, and a 45-day risk-free trial for only $299. Supplies are limited, ",01:34:00.000688,01:34:15.000292,COMMERCIAL,2,1,,
1002,2,377,2024-04-28 21:54:16.501506,1," so don't delay. Better hearing is just a phone call away.

Call 800-596-8614. That's 800-596-8614.

When you share a hotel room with your kid, ",01:34:15.000293,01:34:30.000304,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1003,2,378,2024-04-28 21:54:16.511518,1," you also share a bedtime with your kid. But if you get an Airbnb, you get to pick your own bedtime.

",01:34:30.000305,01:34:45.000475,COMMERCIAL,2,1,,
1004,2,379,2024-04-28 21:54:16.521603,1,"

When you feel better, you feel better. I created Happy Viking because I wanted to make it easy for people ",01:34:45.000476,01:35:00.000040,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1005,2,380,2024-04-28 21:54:16.531573,1," to get a protein-packed, plant-based meal. And with the BlendJet 2 portable blender, it's even easier.

Because you can whip up a silky, smooth Happy Viking superfood shake wherever you are, at home, in the gym, and even on the court. ",01:35:00.000041,01:35:15.000114,COMMERCIAL,2,1,,
1006,2,381,2024-04-28 21:54:16.540255,1," Fuel yourself like a champion. Order yours now from blendjet.com and tell them that Venus sent you.

Ro Sparks, engineered for the spontaneous. A dual-action formula with the active ingredients of Viagra ",01:35:15.000115,01:35:30.000509,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1007,2,382,2024-04-28 21:54:16.550254,1," and Cialis. Faster acting and long lasting. Grab the moment. Get started at ro.co/sparks.

We welcome you back to NBA Sunday Showcase on ABC presented by Reese's Peanut Butter Cups. ",01:35:30.000510,01:35:45.000353,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,01:35:40.000000,5
